ID,CAPACIDAD,NOMBRE,TELEFONO,DIRECCION,ESTRELLAS,RUT,HABDISPONIBLES,HABOCUPADAS,HORACIERRE,HORAAPERTURA,CEDULA,EDAD,TIPO
1295,6,Naja haje,468 889 6022,87818 Summer Ridge Crossing,null,67-908-8658,6,11,23,7,null,null,hostal
1296,4,Ciconia episcopus,325 479 4713,07 Summer Ridge Drive,null,86-761-4711,6,13,19,9,null,null,hostal
1297,1,Anas platyrhynchos,213 661 5988,8 Doe Crossing Circle,null,49-484-3203,21,2,23,8,null,null,hostal
1298,14,Ctenophorus ornatus,996 210 3798,965 Buena Vista Junction,null,66-574-3508,27,14,18,6,null,null,hostal
1299,9,Axis axis,693 589 2295,740 Buell Road,null,12-544-1006,5,3,22,9,null,null,hostal
1300,9,Gopherus agassizii,175 123 4907,52 Union Avenue,null,02-987-4399,25,15,21,8,null,null,hostal
1301,1,Acrobates pygmaeus,962 729 0621,7 Columbus Parkway,null,24-241-1251,29,13,20,8,null,null,hostal
1302,15,Phascolarctos cinereus,958 634 1718,375 Moland Crossing,null,81-018-0067,23,4,22,8,null,null,hostal
1303,15,Butorides striatus,559 231 9019,65 Mitchell Park,null,55-660-7513,20,11,22,9,null,null,hostal
1304,15,Felis silvestris lybica,875 493 1362,4 Haas Avenue,null,13-726-9359,6,16,20,9,null,null,hostal
1305,1,Tringa glareola,808 814 6214,86 Golf Course Plaza,null,06-346-5481,6,2,18,6,null,null,hostal
1306,6,Anas punctata,523 451 5796,93 Banding Center,null,69-512-0973,1,18,21,6,null,null,hostal
1307,4,Laniarius ferrugineus,626 233 9427,38249 Corry Drive,null,39-884-2951,13,5,22,7,null,null,hostal
1308,9,Cyrtodactylus louisiadensis,106 974 1957,30 Stephen Court,null,08-313-4747,25,19,21,6,null,null,hostal
1309,8,Choloepus hoffmani,112 619 6175,935 Banding Crossing,null,35-906-9465,6,16,20,8,null,null,hostal
1310,13,Nyctanassa violacea,154 471 8344,99 Pennsylvania Way,null,26-488-3768,3,14,19,6,null,null,hostal
1311,15,Pedetes capensis,257 768 5735,81130 Stephen Drive,null,02-080-8971,13,13,20,10,null,null,hostal
1312,6,Alcelaphus buselaphus cokii,860 581 6801,870 Dorton Hill,null,86-143-0755,15,4,20,9,null,null,hostal
1313,13,Dasyurus viverrinus,486 479 2010,253 Independence Crossing,null,28-535-4341,5,11,19,9,null,null,hostal
1314,6,Lybius torquatus,291 460 7489,161 Killdeer Drive,null,53-733-5746,9,3,19,6,null,null,hostal
1315,13,Lepilemur rufescens,986 281 2767,006 Esker Park,null,11-849-6534,13,11,22,6,null,null,hostal
1316,15,Ardea cinerea,814 904 2461,3 Columbus Avenue,null,47-685-4588,16,7,18,9,null,null,hostal
1317,8,Sitta canadensis,747 795 2664,527 Oakridge Park,null,24-957-7061,9,18,20,6,null,null,hostal
1318,9,Myiarchus tuberculifer,664 839 1940,62115 Vera Trail,null,07-580-1029,18,19,21,10,null,null,hostal
1319,8,unavailable,503 789 1098,62487 Beilfuss Pass,null,29-266-1093,8,1,22,8,null,null,hostal
1320,4,Semnopithecus entellus,641 687 5123,41342 Colorado Terrace,null,06-062-0355,20,13,20,7,null,null,hostal
1321,4,Anitibyx armatus,469 321 3963,613 Dennis Terrace,null,53-924-9369,24,9,19,8,null,null,hostal
1322,11,Erinaceus frontalis,342 885 2686,7948 Talmadge Road,null,15-705-0983,27,2,18,10,null,null,hostal
1323,3,Aonyx cinerea,810 535 1509,23 Packers Center,null,62-219-2688,21,7,23,9,null,null,hostal
1324,14,Milvus migrans,638 258 1838,939 Birchwood Terrace,null,27-499-8788,8,19,20,6,null,null,hostal
1325,9,Bubalus arnee,460 657 4557,298 Katie Center,null,42-170-3756,6,8,21,8,null,null,hostal
1326,13,Ratufa indica,519 334 2655,50 Bonner Street,null,79-196-5076,13,6,21,6,null,null,hostal
1327,13,Columba palumbus,850 367 9171,65 Cambridge Park,null,85-727-5634,25,15,18,7,null,null,hostal
1328,1,Felis serval,780 924 2957,10265 Anthes Plaza,null,63-386-0776,7,16,18,7,null,null,hostal
1329,8,Nyctea scandiaca,154 477 0257,4311 Saint Paul Terrace,null,13-511-8509,6,17,23,7,null,null,hostal
1330,8,Phasianus colchicus,689 539 9296,43505 Stang Junction,null,12-011-7953,26,9,21,8,null,null,hostal
1331,3,Tachyglossus aculeatus,111 246 9082,85 Calypso Park,null,10-481-6798,11,16,19,9,null,null,hostal
1332,2,Bison bison,134 602 7929,601 Dakota Alley,null,03-426-6951,11,6,23,6,null,null,hostal
1333,12,Toxostoma curvirostre,330 684 1672,023 Johnson Crossing,null,57-072-5821,19,10,20,10,null,null,hostal
1334,9,Phoenicopterus chilensis,175 131 8993,2002 Talisman Street,null,66-593-8455,6,19,22,10,null,null,hostal
1335,11,unavailable,610 939 2640,14 Green Plaza,null,74-829-0733,26,9,18,7,null,null,hostal
1336,5,Mazama gouazoubira,183 744 1498,37775 Quincy Point,null,67-090-5451,9,15,22,6,null,null,hostal
1337,1,Bettongia penicillata,387 121 0500,76 Cody Pass,null,48-647-6856,19,19,18,6,null,null,hostal
1338,8,Anastomus oscitans,239 875 6801,160 5th Parkway,null,75-486-8949,15,19,22,10,null,null,hostal
1339,8,Damaliscus lunatus,590 903 1256,946 Fordem Pass,null,12-130-3725,7,3,21,10,null,null,hostal
1340,7,Felis libyca,742 652 1751,51 Schurz Crossing,null,11-471-3687,8,17,23,9,null,null,hostal
1341,13,Spermophilus richardsonii,155 324 0566,73075 Del Mar Hill,null,62-417-7836,30,8,20,6,null,null,hostal
1342,1,Lutra canadensis,223 135 0452,373 Schiller Court,null,86-507-4122,26,18,20,7,null,null,hostal
1343,8,Ammospermophilus nelsoni,652 983 1179,4 Rutledge Drive,null,65-534-5733,12,10,19,8,null,null,hostal
1344,8,Panthera leo persica,952 602 8466,66548 Jenifer Avenue,null,04-911-1699,9,9,18,8,null,null,hostal
1345,10,Tiliqua scincoides,364 247 9718,5 Fordem Trail,null,14-148-3748,15,20,18,8,null,null,hostal
1346,1,Paradoxurus hermaphroditus,589 475 7097,13963 Hazelcrest Point,null,43-239-2674,30,4,21,7,null,null,hostal
1347,9,Microcebus murinus,195 693 5192,3123 Cottonwood Center,null,39-167-2727,10,15,20,10,null,null,hostal
1348,12,Macropus fuliginosus,364 660 2405,35 Westridge Hill,null,15-740-3509,25,1,21,10,null,null,hostal
1349,7,Dicrostonyx groenlandicus,244 502 8755,5153 Coolidge Crossing,null,72-758-0421,6,15,18,10,null,null,hostal
1350,7,Plocepasser mahali,207 312 2767,21608 Granby Point,null,97-724-9515,30,18,18,10,null,null,hostal
1351,9,Phasianus colchicus,916 952 2813,3999 Warner Trail,null,67-736-1178,21,6,23,7,null,null,hostal
1352,6,Grus rubicundus,321 818 7937,444 Fairview Park,null,74-771-1296,3,16,21,9,null,null,hostal
1353,12,Martes americana,640 861 1491,0 Park Meadow Point,null,06-594-8408,27,20,22,7,null,null,hostal
1354,9,Macropus agilis,256 162 7577,633 Fisk Way,null,28-122-3033,5,5,23,7,null,null,hostal
1355,10,Ara chloroptera,399 284 9892,62 Talmadge Park,null,25-669-7944,15,19,22,10,null,null,hostal
1356,6,Naja haje,847 730 1518,15 Waubesa Alley,null,75-999-1128,16,8,19,8,null,null,hostal
1357,10,Merops nubicus,528 691 3190,6 Riverside Point,null,55-165-6792,10,10,18,7,null,null,hostal
1358,5,Streptopelia senegalensis,223 169 6994,65900 Vera Hill,null,86-197-6909,1,18,19,9,null,null,hostal
1359,1,Coluber constrictor,220 390 9741,2 Hooker Park,null,74-816-2161,12,20,21,6,null,null,hostal
1360,14,unavailable,419 596 3304,3 Utah Street,null,61-691-6903,9,4,23,8,null,null,hostal
1361,15,Papilio canadensis,102 779 6900,09603 Sutteridge Parkway,null,89-543-0102,22,2,19,10,null,null,hostal
1362,6,Charadrius tricollaris,458 811 9699,6 Calypso Circle,null,26-638-3938,26,17,22,9,null,null,hostal
1363,12,Tayassu tajacu,456 859 3836,838 Merchant Park,null,73-775-6626,30,20,23,6,null,null,hostal
1364,7,Psittacula krameri,550 219 0778,58 Grayhawk Street,null,13-675-0170,1,18,22,7,null,null,hostal
1365,4,Phalacrocorax varius,289 185 4342,6559 Crownhardt Parkway,null,18-258-3315,3,11,19,7,null,null,hostal
1366,3,Papio cynocephalus,465 806 9343,0894 Kinsman Terrace,null,49-957-5174,12,17,18,7,null,null,hostal
1367,15,Dasyprocta leporina,972 555 3538,7291 Jana Plaza,null,64-123-2033,2,15,20,9,null,null,hostal
1368,13,Leipoa ocellata,748 878 7493,56 Doe Crossing Drive,null,40-840-0995,20,4,22,10,null,null,hostal
1369,14,Cabassous sp.,740 389 1896,62103 Shasta Place,null,57-064-8334,6,7,23,6,null,null,hostal
1370,2,Dipodomys deserti,727 649 3871,272 Kensington Terrace,null,67-942-9582,22,10,22,8,null,null,hostal
1371,6,Dasyurus viverrinus,691 601 6392,052 Moose Junction,null,48-126-8695,6,5,22,10,null,null,hostal
1372,7,Oryx gazella callotis,894 256 3700,0440 Mendota Way,null,86-460-9174,13,12,21,7,null,null,hostal
1373,12,Ceratotherium simum,362 342 8425,746 Briar Crest Place,null,44-727-2583,28,12,23,10,null,null,hostal
1374,1,Pseudalopex gymnocercus,574 309 3893,7 Artisan Plaza,null,60-969-2245,28,12,20,10,null,null,hostal
1375,14,Sciurus vulgaris,937 181 9746,8 Lake View Circle,null,30-835-5232,27,1,19,9,null,null,hostal
1376,10,Isoodon obesulus,914 995 9435,2 Del Sol Center,null,31-453-2799,13,6,23,8,null,null,hostal
1377,4,Canis lupus,579 253 5713,51 Sugar Pass,null,65-295-2134,18,19,21,7,null,null,hostal
1378,8,Coluber constrictor,854 983 1578,091 Dwight Street,null,59-522-6168,14,18,23,7,null,null,hostal
1379,6,Geococcyx californianus,235 664 5513,7018 Swallow Center,null,66-563-7706,2,7,19,8,null,null,hostal
1380,6,Ardea golieth,274 505 4508,0878 Ridgeview Pass,null,76-860-7027,29,3,22,7,null,null,hostal
1381,14,Haematopus ater,948 663 8004,4589 Donald Lane,null,68-672-3515,5,2,22,6,null,null,hostal
1382,13,Eolophus roseicapillus,215 881 5407,75349 Union Place,null,49-316-1408,20,5,23,9,null,null,hostal
1383,10,Hystrix cristata,649 855 9062,46737 Hermina Road,null,24-770-0899,28,10,21,10,null,null,hostal
1384,4,Dasypus novemcinctus,922 858 1368,56 New Castle Street,null,65-388-3052,12,1,18,10,null,null,hostal
1385,6,Varanus komodensis,358 403 8598,7 Pawling Pass,null,22-077-1257,21,7,18,10,null,null,hostal
1386,2,Spizaetus coronatus,891 340 0529,75 Ramsey Hill,null,74-646-0944,10,4,18,8,null,null,hostal
1387,12,Trichosurus vulpecula,502 235 5269,0 8th Drive,null,02-650-9679,29,15,21,8,null,null,hostal
1388,12,Thalasseus maximus,494 941 6382,05927 Nobel Center,null,00-856-5832,4,18,21,7,null,null,hostal
1389,11,Ephipplorhynchus senegalensis,943 948 6530,32 American Circle,null,77-699-9029,26,3,23,9,null,null,hostal
1390,1,Laniaurius atrococcineus,591 819 8975,2 Village Green Street,null,84-828-2436,8,11,23,6,null,null,hostal
1391,3,Amphibolurus barbatus,621 630 9050,99201 Coolidge Junction,null,99-328-0997,13,16,23,6,null,null,hostal
1392,14,Felis concolor,291 346 7382,8 Merchant Court,null,21-677-7067,16,9,23,6,null,null,hostal
1393,2,Tetracerus quadricornis,701 641 9561,1056 Birchwood Circle,null,41-670-1223,13,4,22,7,null,null,hostal
1394,9,Hippotragus niger,434 773 1862,15732 Fallview Road,null,03-373-7294,13,3,21,6,null,null,hostal
1395,14,Panthera onca,932 121 9178,746 Del Sol Plaza,null,88-006-5361,16,13,21,7,null,null,hostal
1396,11,Oryx gazella,701 209 0745,7460 Duke Lane,null,37-345-4710,17,17,20,9,null,null,hostal
1397,12,Procyon cancrivorus,579 289 9468,016 Arizona Avenue,null,56-688-1599,8,2,20,6,null,null,hostal
1398,2,Ovis musimon,820 468 7451,34593 Delaware Drive,null,18-643-3701,25,1,18,6,null,null,hostal
1399,12,Alouatta seniculus,444 288 8954,39 Delladonna Park,null,72-715-7442,30,17,18,9,null,null,hostal
1400,11,Bucorvus leadbeateri,435 613 9023,9 Farwell Point,null,36-572-5640,1,16,18,7,null,null,hostal
1401,14,Melophus lathami,394 735 3437,692 Magdeline Way,null,94-589-0004,13,8,23,9,null,null,hostal
1402,9,Antilocapra americana,639 634 5920,2 Michigan Circle,null,17-229-7525,22,11,18,8,null,null,hostal
1403,6,Tachybaptus ruficollis,815 218 6022,95 Westend Crossing,null,06-113-8542,3,14,20,7,null,null,hostal
1404,1,Canis lupus,201 206 7491,236 Northfield Plaza,null,24-263-8401,9,20,21,7,null,null,hostal
1405,15,Corvus albicollis,767 458 2958,09 Melvin Road,null,37-922-8798,20,1,18,8,null,null,hostal
1406,10,Acridotheres tristis,778 185 1702,270 Independence Way,null,19-173-3150,12,14,19,7,null,null,hostal
1407,11,Mazama gouazoubira,569 236 8469,96 Doe Crossing Crossing,null,95-301-0722,30,4,23,10,null,null,hostal
1408,13,Tachybaptus ruficollis,129 472 8326,562 Monument Center,null,25-463-0956,20,8,19,7,null,null,hostal
1409,7,Phoenicopterus ruber,385 588 2681,10602 Buena Vista Road,null,93-369-7425,29,13,23,7,null,null,hostal
1410,11,Erethizon dorsatum,994 709 1890,1 Melby Terrace,null,70-875-1560,9,17,20,9,null,null,hostal
1411,9,Phasianus colchicus,198 204 5945,737 Russell Parkway,null,97-183-5079,21,5,23,9,null,null,hostal
1412,5,Ara chloroptera,829 202 8467,846 Rusk Terrace,null,05-146-5590,3,12,19,10,null,null,hostal
1413,5,Petaurus norfolcensis,216 838 8348,1318 Arizona Court,null,99-823-2169,21,16,23,7,null,null,hostal
1414,1,Sarcorhamphus papa,279 886 8116,503 Lunder Point,null,17-330-9858,25,13,23,8,null,null,hostal
1415,12,Orcinus orca,527 365 1544,9707 Hermina Road,null,71-674-4198,11,8,20,9,null,null,hostal
1416,3,Tamiasciurus hudsonicus,969 588 1467,327 Lukken Road,null,80-804-7900,2,9,22,9,null,null,hostal
1417,7,Ninox superciliaris,901 425 2312,14232 Fordem Junction,null,37-799-4052,23,20,22,8,null,null,hostal
1418,9,Semnopithecus entellus,936 916 2110,12 Truax Terrace,null,33-934-0927,2,4,21,8,null,null,hostal
1419,12,Eubalaena australis,313 689 0324,3643 Warbler Junction,null,59-747-1035,13,2,21,10,null,null,hostal
1420,8,Butorides striatus,321 995 7138,54 Merry Park,null,98-921-7811,26,16,21,6,null,null,hostal
1421,8,Erethizon dorsatum,998 333 6814,2901 Dawn Terrace,null,18-225-6957,27,8,23,7,null,null,hostal
1422,4,Cygnus atratus,489 873 1016,5 Alpine Road,null,33-164-8082,19,13,18,7,null,null,hostal
1423,2,Macropus agilis,628 216 1887,5 Mayfield Hill,null,79-633-5026,7,5,20,10,null,null,hostal
1424,11,Anser anser,674 537 5187,1971 Sullivan Place,null,35-639-1204,9,16,18,10,null,null,hostal
1425,5,unavailable,466 336 9438,03330 Onsgard Lane,null,22-464-2798,18,16,21,9,null,null,hostal
1426,7,Acrobates pygmaeus,595 813 7697,254 Monterey Road,null,72-661-7714,22,7,19,10,null,null,hostal
1427,14,Ara ararauna,854 773 1626,60851 Logan Terrace,null,34-475-9573,11,18,22,7,null,null,hostal
1428,5,Meleagris gallopavo,814 742 4796,9 Emmet Plaza,null,18-775-6333,16,10,22,8,null,null,hostal
1429,11,Ara macao,812 275 4139,863 6th Court,null,81-762-6348,8,10,21,8,null,null,hostal
1430,6,Gymnorhina tibicen,464 981 3227,88 Holy Cross Plaza,null,81-661-1531,22,18,20,8,null,null,hostal
1431,3,Uraeginthus granatina,825 490 7776,141 Tony Avenue,null,61-969-9733,3,19,22,6,null,null,hostal
1432,5,Mazama gouazoubira,887 249 1433,68746 Huxley Lane,null,12-681-5108,11,19,22,7,null,null,hostal
1433,10,Ardea cinerea,955 328 9341,34 Hovde Park,null,04-945-3443,11,20,22,6,null,null,hostal
1434,4,Otaria flavescens,635 548 2452,3064 Granby Street,null,75-758-8677,3,1,20,10,null,null,hostal
1435,7,Anas bahamensis,971 840 5766,7 Miller Lane,null,58-944-6751,14,10,21,9,null,null,hostal
1436,10,Corvus brachyrhynchos,476 975 6156,1 Anzinger Junction,null,70-514-5651,6,2,21,9,null,null,hostal
1437,11,Ploceus intermedius,303 455 5041,816 Mccormick Road,null,54-169-1589,7,17,18,6,null,null,hostal
1438,11,Haematopus ater,214 482 9398,489 Corry Trail,null,55-975-9124,16,10,23,8,null,null,hostal
1439,6,Casmerodius albus,599 783 1175,07353 Main Trail,null,42-292-8309,11,1,23,7,null,null,hostal
1440,1,Trichoglossus haematodus moluccanus,710 102 4271,3 Di Loreto Park,null,48-874-4626,20,9,22,6,null,null,hostal
1441,9,Phalacrocorax carbo,785 669 4267,11621 Prentice Hill,null,96-481-7041,3,6,22,9,null,null,hostal
1442,4,Canis aureus,802 665 1517,05465 Mockingbird Park,null,11-064-0482,21,18,21,8,null,null,hostal
1443,11,Coracias caudata,478 760 4864,6 Kinsman Point,null,79-772-6938,13,1,20,6,null,null,hostal
1444,13,Libellula quadrimaculata,473 915 4562,3 Pepper Wood Park,null,91-441-7131,15,9,18,8,null,null,hostal
1445,2,Epicrates cenchria maurus,256 800 6858,37 Mesta Parkway,null,59-186-7790,20,16,19,8,null,null,hostal
1446,7,Didelphis virginiana,462 349 6040,4696 Warbler Park,null,70-366-9354,7,3,21,10,null,null,hostal
1447,6,Chauna torquata,656 136 0902,9 Northview Trail,null,88-384-8667,14,16,19,8,null,null,hostal
1448,8,Larus fuliginosus,991 825 5395,84 Vera Parkway,null,85-547-0648,13,10,21,9,null,null,hostal
1449,6,Fratercula corniculata,380 477 8061,515 Green Crossing,null,61-623-5522,18,2,22,8,null,null,hostal
1450,1,Zalophus californicus,412 641 0453,468 Jenna Hill,null,70-902-5163,2,14,20,10,null,null,hostal
1451,14,Larus dominicanus,274 773 6132,57 2nd Park,null,41-893-7204,27,5,18,7,null,null,hostal
1452,13,Uraeginthus angolensis,281 893 1718,7 Brickson Park Trail,null,27-566-4544,29,4,22,10,null,null,hostal
1453,12,Alouatta seniculus,437 897 4288,1 Eagan Court,null,98-605-6106,27,14,21,8,null,null,hostal
1454,13,Phalacrocorax brasilianus,877 357 6512,7 Lerdahl Park,null,06-198-1349,9,20,19,7,null,null,hostal
1455,2,Ploceus rubiginosus,781 801 6297,8782 Saint Paul Crossing,null,13-111-8427,4,4,22,10,null,null,hostal
1456,14,Canis lupus,792 648 8546,01 Pine View Lane,null,56-678-3314,6,20,22,7,null,null,hostal
1457,15,Genetta genetta,823 525 1812,16 Del Mar Crossing,null,58-403-5010,27,13,20,9,null,null,hostal
1458,10,Tockus flavirostris,882 627 0338,5 Rockefeller Circle,null,72-260-5369,26,11,21,10,null,null,hostal
1459,2,Zalophus californicus,480 985 6994,0 Farragut Alley,null,52-987-0838,8,8,20,8,null,null,hostal
1460,11,Pycnonotus nigricans,787 901 1945,9156 Lukken Point,null,07-312-5957,3,20,19,10,null,null,hostal
1461,7,Cercatetus concinnus,438 233 4132,6 Independence Plaza,null,17-163-3744,29,14,20,9,null,null,hostal
1462,7,Didelphis virginiana,268 461 3584,393 Hintze Trail,null,80-210-1016,24,10,19,7,null,null,hostal
1463,14,Phasianus colchicus,547 723 6810,73 Mitchell Park,null,74-162-1873,18,2,23,10,null,null,hostal
1464,2,Upupa epops,790 751 5835,0726 Bartelt Center,null,30-783-5480,23,13,23,8,null,null,hostal
1465,6,Branta canadensis,455 542 3578,669 Merchant Trail,null,05-650-0454,25,14,18,9,null,null,hostal
1466,9,Nectarinia chalybea,150 378 4858,8 4th Pass,null,37-455-6835,23,17,19,6,null,null,hostal
1467,14,Ammospermophilus nelsoni,531 487 8147,89 Thackeray Place,null,03-080-5455,27,13,19,8,null,null,hostal
1468,2,Laniaurius atrococcineus,654 373 5492,863 Drewry Way,null,77-197-7451,23,15,19,7,null,null,hostal
1469,13,Ciconia ciconia,712 954 9256,5 Fulton Crossing,null,69-885-2995,5,13,22,8,null,null,hostal
1470,11,Macropus parryi,103 333 4203,233 Tennessee Pass,null,52-335-7870,17,5,20,8,null,null,hostal
1471,9,Streptopelia decipiens,817 175 5266,1025 Emmet Crossing,null,07-420-8726,3,15,18,8,null,null,hostal
1472,8,Cyrtodactylus louisiadensis,782 945 2729,8544 Shopko Crossing,null,11-374-6170,20,13,21,8,null,null,hostal
1473,3,Sceloporus magister,778 409 8419,1 Dorton Center,null,07-501-7845,11,7,21,7,null,null,hostal
1474,12,Neophron percnopterus,288 697 7183,59836 Comanche Park,null,63-481-9360,7,5,22,8,null,null,hostal
1475,11,Tayassu pecari,431 555 7753,78994 Gulseth Terrace,null,03-342-5217,9,7,18,7,null,null,hostal
1476,15,Graspus graspus,758 328 6858,7 La Follette Pass,null,17-506-2217,29,5,22,8,null,null,hostal
1477,12,Coluber constrictor foxii,158 147 1360,141 Mcguire Parkway,null,13-523-2799,13,16,23,9,null,null,hostal
1478,13,Papio cynocephalus,158 247 0310,817 Longview Point,null,59-266-9157,20,15,23,8,null,null,hostal
1479,12,Ploceus rubiginosus,150 184 0480,1 Kedzie Avenue,null,02-859-9554,22,2,20,10,null,null,hostal
1480,8,Stenella coeruleoalba,201 851 8588,7178 Express Hill,null,54-163-4797,5,7,23,9,null,null,hostal
1481,15,Zonotrichia capensis,520 896 0735,1 Fallview Alley,null,06-377-7245,30,10,22,7,null,null,hostal
1482,2,Eubalaena australis,616 502 5455,03738 Debs Lane,null,12-884-6982,7,20,22,6,null,null,hostal
1483,1,Redunca redunca,683 122 3142,1035 Oak Valley Circle,null,96-125-7947,19,16,19,6,null,null,hostal
1484,3,Megaderma spasma,646 178 0730,9 Thackeray Plaza,null,12-780-6804,8,20,20,6,null,null,hostal
1485,10,Speothos vanaticus,575 263 5733,70226 Hudson Lane,null,34-217-8060,3,14,19,6,null,null,hostal
1486,5,Libellula quadrimaculata,386 118 4099,26 Fremont Road,null,92-700-6540,7,11,23,10,null,null,hostal
1487,13,Lepus townsendii,416 662 2657,9427 Walton Crossing,null,33-376-7510,13,6,20,9,null,null,hostal
1488,15,Echimys chrysurus,831 353 0424,002 Melvin Center,null,24-689-8990,8,10,23,8,null,null,hostal
1489,11,Dasyurus viverrinus,759 746 1380,993 Vermont Plaza,null,30-158-3334,18,16,21,6,null,null,hostal
1490,1,Trachyphonus vaillantii,299 822 4964,9888 Kings Center,null,42-533-4331,7,2,19,10,null,null,hostal
1491,1,Cygnus buccinator,164 120 5464,63 Spenser Road,null,07-608-2183,29,16,22,8,null,null,hostal
1492,10,Zenaida asiatica,220 763 1408,07 Myrtle Alley,null,18-167-4299,21,20,18,6,null,null,hostal
1493,4,Varanus salvator,838 864 8477,7254 Quincy Point,null,63-719-3600,10,1,21,10,null,null,hostal
1494,11,Zosterops pallidus,687 321 1519,3 Anthes Parkway,null,45-408-6498,10,4,18,7,null,null,hostal
1495,5,Taurotagus oryx,537 464 6624,59 Moulton Center,null,60-634-9706,3,20,18,8,null,null,hostal
1496,6,Anas bahamensis,405 692 2196,8 Judy Trail,null,90-586-2832,10,4,23,10,null,null,hostal
1497,7,Uraeginthus granatina,657 292 6447,22 Hansons Hill,null,58-210-0000,22,16,22,6,null,null,hostal
1498,7,Chlamydosaurus kingii,222 415 5205,84 Sycamore Drive,null,64-807-4510,15,3,20,10,null,null,hostal
1499,9,Platalea leucordia,521 226 9837,8644 Sycamore Circle,null,08-673-4963,19,13,18,6,null,null,hostal
1500,8,Aegypius occipitalis,981 971 1054,088 Northwestern Pass,null,83-470-4023,5,10,18,10,null,null,hostal
